author_key,author_name,bio,birth_date,death_date,birth_year,death_year
OL2529442A,Auguste Maquet,,1813,1888,1813,1888
OL7093600A,E. L. James,,7 March 1963,,1963,
OL195005A,Wynne May,,,,,
OL808883A,Yvonne Whittal,,,,,
OL7650717A,Jill Ramsower,,,,,
OL18277A,Thomas Hardy,"Thomas Hardy, OM was an English novelist and poet of the naturalist movement, although in several poems he displays elements of the previous romantic and enlightenment periods of literature, such as his fascination with the supernatural.

While he regarded himself primarily as a poet who composed novels mainly for financial gain, during his lifetime he was much better known for his novels, such as Tess of the d'Urbervilles and Far from the Madding Crowd, which earned him a reputation as a great novelist. The bulk of his fictional works, initially published as serials in magazines, were set in the semi-fictional land of Wessex (based on the Dorchester region where he grew up) and explored tragic characters struggling against their passions and social circumstances.",2 June 1840,11 January 1928,1840,1928
OL7362769A,Rupi Kaur,"Rupi Kaur (born 4 October 1992) is a Canadian poet, illustrator, photographer, and author.",4 Oct 1992,,1992,
OL22012A,Larry McMurtry,,1936-06-03,2021-03-25,1936,2021
OL25926A,Marion Zimmer Bradley,"Marion Zimmer was born on a farm in Albany, New York, during the Great Depression.  As a child, she enjoyed reading adventure fantasy stories.  She began writing them herself in 1949 and sold her first story to Vortex in 1952.  She also married Robert Alden Bradley in 1949.  Early in her career, she used pseudonyms for stories she wrote outside the speculative fiction genre, including some gay and lesbian pulp fiction novels such as I Am a Lesbian (1962).  In 1964 she divorced her first husband and married numismatist Walter H. Breen.  In 1965 she received her B.A. degree from Hardin-Simmons University in Abilene, Texas.  She then moved to Berkeley, California, to pursue graduate studies at the University of California, Berkeley.  In 1966, she co-founded the Society for Creative Anachronism.  In 1967 she moved to Staten Island, New York.  She separated from her second husband in 1979 but remained married and continued a business relationship, until 1990 when he was arrested on child molestation charges and they divorced.  After suffering declining health for years, she died in Berkeley in 1999.  In 2000, she was awarded the World Fantasy Award for lifetime achievement.",3 June 1930,25 September 1999,1930,1999
OL7414871A,Gail Honeyman,Photo: © Philippa Gedge,1972,,1972,
OL10861634A,Caroline Courtney,,,,,
OL1122921A,Caroline Courtney,"Penelope ""Penny"" Jones was born on November 24, 1946 at about seven pounds in a nursing home in Preston, Lancashire, England. She was the first child of Anthony Winn Jones, an engineer, who died at 85, and his wife Margaret Louise Groves Jones. She has a brother, Anthony, and a sister, Prudence ""Pru"". 

She had been a keen reader from the childhood - her mother used to leave her in the children's section of their local library whilst she changed her father's library books. She was a storyteller long before she began to write romantic fiction. At the age of eight, she was creating serialised bedtime stories, featuring make-believe adventures, for her younger sister Prue, who was always the heroine. At eleven, she fell in love with Mills & Boon, and with their heroes. In those days the books could only be obtained via private lending libraries, and she quickly became a devoted fan, and was thrilled to bits when the books went on full sale, in shops and she could have them for keeps. 

Penny left grammar school in Rochdale with O-Levels in English Language, English Literature and Geography. She first discovered Mills & Boon books, via a girl she worked with. She married Steve Halsall, an accountant and a ""lovely man"", who smoked and drank too heavily, suffered oral cancer with bravery and dignity. Her husband bought her out of his own money at a time when he could ill afford it the small electric typewriter on which she typed her first novels. 

She began earning a living as a writer in the 1970s when, as a shorthand typist, she entered a competition run by the Romantic Novelists' Association. Although she didn't win, Penny found an agent who was looking for a new Georgette Heyer. She published four regency novels as Caroline Courtney, before changing her nom de plume to Melinda Wright and then she wrote two thrillers as Lydia Hitchcock. Soon after that, Mills and Boon accepted her first novel for them, Falcon's Prey as Penny Jordan. However, for her present historical romance novels, she has adopted her mother's maiden-name to become Annie Groves. Almost 70m of her 167 Mills and Boon novels have been sold worldwide. 

The novelist best known as Penny Jordan died in 2011.",1946,2011,1946,2011
OL1385819A,Debbie Raleigh,,,,,
OL146605A,Edgar Rice Burroughs,"Edgar Rice Burroughs was born in Chicago, Illinois, the son of a businessman.  During the Chicago influenza epidemic in 1891, he spent half a year on his brothers' ranch on the Raft River in Idaho.  He attended the Phillips Academy in Andover, Massachusetts and then the Michigan Military Academy, from which he graduated in 1895.  He failed the entrance exam for West Point, and so became an enlisted soldier with the 7th U.S. Cavalry in Fort Grant, Arizona Territory.  He was discharged in 1897, having been found ineligible for service due to a heart problem.

He drifted, working odd jobs at ranches across Idaho, then came to work at his father's firm in 1899.  He married Emma Centennia Hulbert in 1900.  In 1904 he left his job and found less regular work, ending up back in Chicago.  He held several low-wage jobs for the next seven years, then, while working as a pencil sharpener wholesaler, he began to write fiction in 1911.  He began reading pulp fiction magazines and decided to aim his fiction toward getting published in these magazines.  His first published story, ""Under the Moons of Mars,"" was serialized in The All-Story magazine in 1912.  He began writing full-time and his first published novel, Tarzan of the Apes, was published in October of 1912.

In 1919 he purchased a ranch north of Los Angeles, California which he named ""Tarzana,"" a name which was later adopted by the citizens of the community that sprang up around the ranch.  In 1923 he set up Edgar Rice Burroughs, Inc. and began printing his own books.  He divorced Emma in 1934 and married former actress Florence Gilbert Dearholt in 1935.  In 1941, when Pearl Harbor, Hawaii was attacked, he was a resident of Hawaii and he volunteered to become the oldest war correspondent for the U.S. during World War II.  He divorced his second wife in 1942.  After the war he moved back to Encino, California, where, after many health problems, he died of a heart attack in March of 1950.  Over the course of his writing career he wrote almost seventy novels.",1 September 1875,19 March 1950,1875,1950
OL3056525A,Audrey Niffenegger,"Audrey Niffenegger (born June 13, 1963) is an American writer, artist, and academic. Her debut novel, *The Time Traveler's Wife,* published in 2003, was a bestseller.",13 Jun 1963,,1963,
OL7933673A,Rina Kent,"Rina Kent is a New York Times, USA Today, and #1 bestselling author of all things dark romance. 

Better known for writing unapologetic anti-heroes and villains, Rina weaves tales of characters you shouldn’t fall for but inevitably do. Her stories are laced with a touch of darkness, a splash of angst, and just the right amount of unhealthy intensity. 

When she’s not busy plotting mayhem for her ever-expanding Rina verse, she leads a private life in London, travels, and pampers her cats in true Cat Lady fashion.",,,,
OL887984A,Rosemary Carter,,,,,
OL3497891A,Heidi Rice,,,,,
OL764441A,Vanessa Gray,Vanessa Gray is a pseudonym of American romance fiction author Jacquelyn Aeby.,,,,
OL579518A,Robyn Donald,"Robyn Elaine Donald was born on 14 August 1940 in Northland, New Zealand, she was the oldest in her family, and as a child she thrilled her four sisters and one brother with bloodcurdling adventure tales, usually very like the latest book she'd borrowed from the library. She married and worked as teacher during years.

Robyn owes her writing career to two illnesses. The first was a younger sister's flu. Her sister was living with her husband and her and spent most of that winter acquiring, suffering, and recovering from various infections. One day she croaked that she had read everything on Robyn's bookshelves, so would She please buy her something cheerful and sustaining. Robyn found three paperbacks one Mills & Boon Modern Romance novel and a couple of other romances. Robyn read them, too, of course, and so enjoyed them she spent the next couple of years hunting down more Mills & Boon books. This was much more difficult then than it is today, so she decided to write her own, and for the following busy 10 years she wrote and hoped that one day. She'd finish a manuscript good enough to send off. The second illness was her husband's, and it was bad a heart attack. He was so young it terrified them all. While he was recovering he suggested that Robyn finish the manuscript She was writing and send it off. It wasn't a perfect manuscript, but the doctor had said to humour him, so she finished it, edited it as best she could, and sent it off. Three months later, she was astounded to read a letter from the Mills & Boon saying that if she made a few revisions they would buy her novel Bride at Whangatapu. Published since 1977, Robyn left teaching to become a full-time writer after her first three books had been accepted.

Robyn sees her readers as intelligent women who insist on accurate backgrounds, so she spends time researching as well as writing. She sometimes thinks that writing is much like gardening. It's a similar process creating landscapes for the mind and emotions from the seeds of ideas and dreams and images. Both activities can also lead to moments of extreme delight, moments of total despair, and backache. Now Robyn is living in the Bay Islands. She continues writing, and also finds time for a very supportive husband, two adult children and their partners, a granddaughter and her mother, not to mention the member of the family that keeps her fit, a loud, cheerful, and ruthlessly determined ""almost"" Labrador dog.

If you'd like to contact her, Robyn Donald can be reached at: P.O. Box 18240, Glen Innes, Auckland, New Zealand.",14 August 1940,,1940,
OL661099A,Kay Thorpe,"Kay Thorpe was born on 1935 in England. An avid reader from the time when words on paper began to make sense, she developed a lively imagination of her own, making up stories for the entertainment of her young friends. After leaving school, she tried a variety of jobs, including dental nursing, and a spell in the Women's Royal Airforce from which she emerged knowing a whole lot more about life - if only as an observer.

In 1960, she married with Tony, but didn't begin thinking about trying her hand at writing for a living until she gave up work some four years later to have a baby, John. Having read Mills & Boon novels herself, and done some market research in the local library asking readers what it was they particularly liked about the books, she decided to aim for a particular market, and was fortunate to have her very first, completed manuscript accepted - The Last of the Mallorys, published in 1968. Since then she has written over seventy five books, which doesn't begin to compare with the output of some Mills & Boon authors, but still leaves her wondering where all those words came from.

Sometimes, she finds she has become two different people: the writer at her happiest when involved in the world of books and authors; and the housewife, turning her hands to the everyday needs of husband and son. Once in a while, she finds it difficult to step from one role to the other. She likes cooking, for instance, but she finds that it can be an irritating interruption when she's preoccupied with work on a novel, so the quality of her efforts in the kitchen tend to be a little erratic. She says, ""As my husband once remarked, my writing gives life a fascinating element of uncertainly: one day a perfect coq au vin, the next day a couple of burned chops!""

Luckily Kay has daily professional help with her housework, and that leaves her time to indulge in her hobbies. Like many other Mills & Boon authors, she admits to being a voracious consumer of books, a quality she shares with her readers. She likes music and horseback riding, which she does in the countryside near her home. But her favorite hobby is travel - especially to places that will make good settings for her books.

Kay now lives on the outskirts of Chesterfield in Derbyshire, along with husband, Tony, and a huge tabby cat called Mad Max her one son having flown the coop. Some day she'll think about retiring, but not yet awhile.",1935,,1935,
OL1385427A,Christine Feehan,"Christine King was born in California, USA. She grew up with 10 sisters and 3 brothers. She spent a lot of time getting in trouble at school for writing instead of doing the things she was supposed to do. Later she forced her ten sisters to read every word. She said: ""I've been a writer all of my life -- it is who I am. I write for myself and always have. The ability to create pictures and emotions with words is such a miracle to me. I read everything. I mean everything. All kinds of books, even encyclopedias. I am fascinated by the written word and I love storytellers. It is a great privilege to be counted one myself.""

Living in the beautiful mountains of Lake County, she always loved hiking, camping, rafting and being outdoors. She has also been involved in the martial arts for years - she hold a third-degree black belt, instructs in a Korean karate system and has taught self defense.

She published her first novel Dark Prince in 1999, starting a paranormal saga. Her debut novel won 3 of the 9 Paranormal Excellence Awards in Romantic Literature for 1999. She also has earned 7 more PEARL awards. She has received numerous honors throughout her career including being a nominee for the RWA's RITA and receiving a Career Achievement Award from the Romantic Times.

Christine is married to Richard Feehan, together they have 11 children (each had children from previous marriages), and now also numerous grandchildren. They all keep her very busy. Today, her lovely daughters read and help her edit her manuscripts.",,,,
OL292449A,Ken Grimwood,,,,,
OL1081479A,Rosemary Rogers,"Rosemary Jansz was born on 7 December 1932 in the British colony of Ceylon (now known as Sri Lanka), she was the oldest child of Dutch-Portuguese settlers, Cyril Jansz and her wife Barbara. Her father was a wealthy educator who owned three posh private schools. She was raised in colonial splendor: dozens of servants never did a lick of work summers at European spas impossible to go anywhere without a chaperone. A dreamy child, she wrote her first novel at eight, and all through her teens scribbled madly romantic epics in imitation of her favorite writers: Sir Walter Scott, Alexandre Dumas and Rafael Sabatini.

At 17, Rosemary rebelled against a feudal upbringing and went to the University of Ceylon, where he studied three years. She horrified her family by taking a job as a reporter, and two years later marrying with Summa Navaratnam, a Ceylonese track star known as ""the fastest man in Asia."" The marriage had two daughters. Unhappily, he often sprinted after other women. Disappointed with her husband, in 1960, she moved with her two daughters and took off for London.

In Europe she met her future second husband, Leroy Rogers, an african-american. ""He was the first man,"" she recalls, ""who made me feel like a real woman."" After getting a divorce from her first husband, she married Rogers in his home town, St. Louis, Missouri. They moved with her family to California, where she had two sons. Six years later, when that marriage broke up, Rosemary was left with four children to support on her $4,200 salary as a typist for the Solano County Parks Department. In 1969, in the face of a socialist takeover of Ceylon, her parents fled the island with only £100, giving Rosemary two more dependents. At 37, the rich girl from Ceylon was on her uppers in Fairfield.

Every night for a year, Rogers worked to perfect a manuscript that she had written as a child, rewriting it 24 times. When she was satisfied with her work, she sent the manuscript to Avon, which quickly purchased the novel. That novel, ''Sweet Savage Love'', skyrocketed to the top of bestseller lists, and became one of the most popular historical romances of all time. Her second novel, ''Dark Fires'', sold two million copies in its first three months of release. Her first three novels sold a combined 10 million copies. The fourth, ''Wicked Loving Lies'' sold 3 million copies in its first month of publication. Rosemary Rogers became one of the legendaries ""Avon Queens of Historical Romance"". The difference between she and most of others romance writers is not the violence of her stories, it is the intensity. She says: ""My heroines are me"", and certainly her life could be one of her novels.

In September of 1984, Rosemary married a third time with Christopher Kadison, but it was a very brief marriage and they soon began to live apart. ""I'd like to live with a man,"" she admits, ""but I find men in real life don't come up to my fantasies. I want culture, spirit and sex all rolled up together.""

In her later years, Rosemary lived quietly in a small dramatic villa perched on a crag above the Pacific near Carmel. 
Rosemary passed away at the age of 87 on November 12, 2019 in Carmel, California where she called home since the early 1970s.",7 December 1932,12 November 2019,1932,2019
OL12751471A,Gu Lingfei,,,,,
OL10484679A,Kay Cove,,,,,
OL829489A,Rebecca Winters,"Rebecca Brown was born on February 14, 1940 in Salt Lake City, Utah. She is the daughter of Dr. John Zimmerman Brown, Jr. and Kathryn Ormsby Hyde. When she was 17, she went to boarding school in Lausanne, Switzerland, where she learned to speak French and met girls from all over the world. Upon returning to the U.S., Rebecca developed her love of languages when she earned her B.A. in secondary education, history, French, and Spanish from the University of Utah and did postgraduate work in Arabic.

Because of her studies overseas, Rebecca decided to become a teacher and studied French and history at her alma mater in Utah. For the past 15 years, she's taught junior-high and high-school French and history, and says she got into serious writing almost by accident.

""I went through a back door to begin my writing career,"" she says. ""In the first place, I never liked to write anything -- I only wrote mandatory papers for school. If anyone had told me I would become a writer, let alone love it, I would have laughed and dismissed the notion as absolutely absurd and preposterous. Having said that, I did write letters to my parents while I was away at boarding school when I was 17. My mother kept them and one day, after I had become a mother for the second time, she sent me all my old letters and asked me to write my memories from them for posterity. At the time I thought she was insane, but because I adore my mother I did as she asked. By the time I'd finished sorting through all those teenage thoughts, observations and opinions, the seeds of a story had begun to form in my mind. The seed eventually became a novel and was published in 1979. It was called The Loving Season, published under the name Rebecca Burton. Naturally, it takes place in Switzerland and France. As soon as I finished that novel, I found myself wanting to start another novel entitled By Love Divided, a World War II romance. A few years later, Harlequin bought a novel, Blind to Love, a story that takes place in Kenya. It's been a love affair ever since. I guess the moral of the story is, never underestimate a mother's intuition!""

Europe is her favourite locale for her novels. She lived in France and Switzerland, and has travelled extensively all over Europe, particularly Spain, Italy, the Pyrenees and Sweden. She said ""There are so many gorgeous places, fascinating people, beautiful languages, culture and history, it's like trying to choose from a fabulous smorgasboard every time I start to write a new story. The tastes, smells, sights, music--all of it speaks to me. Every time!""

As Rebecca has kept writing, her talents have not gone unrecognized. She has won the National Readers' Choice Award, the Romantic Times Reviewers' Choice Award, and has been named Utah Writer of the Year. Right now, Rebecca is working her way toward her 50th novel for Harlequin.

Rebecca, is a mother of four, Wilford, John, Dominique Jessop and Maxim. They live in Salt Lake City, Utah.",14 February 1940,,1940,
OL1386224A,Kate Walker,"Kate Walker was born on 10 January 1950 in Nottinghamshire, England, but her family moved to West Yorkshire when she was just 18 months old, and she has always regarded Yorkshire as home. She was the middle child in a family of five girls, growing up in a home where books were vitally important, and she read anything she could get her hands on. Even before she could write she was making up stories. At the age of four she was telling the tale of The Three Little Raindrops Drippy, Droppy, and Droopy to her two younger sisters. She can't remember a time when she wasn't scribbling away at something, and wrote her first ""book"" when she was 11. 

But everyone told her that she would never make a living as a writer, and that she should work toward a more secure career. So she decided that if she couldn't write books, at least she could work with them, and settled for becoming a librarian. On leaving school she went to the University College of Wales, Aberystwyth to study English and librarianship. While there, she met her husband, who was also studying at the college. They married and moved back north, eventually settling in Lincolnshire, where she worked as a children's librarian until her son was born. 

After three years of being a full-time housewife and mother she was ready for a new challenge, but needed something she could do at home, so she turned to her old love of writing. Her first attempts at writing novels were done at the kitchen table, often working late into the night when her son was asleep, or during a few snatched hours while he was out at nursery school. The first two novels she sent off to Mills & Boon were rejected, but the third attempt was successful. She can still remember the moment that a letter of acceptance arrived instead of the rejection slip she had been dreading. She must have read that letter over and over a hundred times before what it said sank in, and for days she kept checking it just to make sure she hadn't been dreaming. But the moment she really realised that she was a published writer was when copies of her first book, The Chalk Line, arrived just in time to be one of her best Christmas presents ever. 

Kate is often asked if she's a romantic person because she writes romances. Her answer is that if being romantic means caring about other people enough to make that extra special effort for them, then, yes, she is. Romance is about making the important people in your life feel valued and letting them know that you care. But she also writes about relationships and the difficulties people sometimes have in understanding each other, or expressing their feelings, or overcoming problems. Sometimes, when the right words won't come, or an idea hasn't worked out as she thought, she wonders why she doesn't have a regular nine-to-five job but only sometimes. When the story's flowing and the characters come alive, she really can't imagine doing anything else. And there's a tremendous satisfaction in knowing that she's doing what she always dreamed of and proving wrong all those people who said she would never make a successful career out of her writing. 

During her working hours, her four cats, all adopted from the RSPCA, keep her company in her study, though they have to be dissuaded from sitting on the piles of papers that they are convinced are there just for their benefit. Fitting in hobbies around writing and being a wife and mother can be difficult, but Kate always finds time to read. She loves all sorts of fiction, especially romance, obviously, but she also enjoys historical novels, detective fiction, and long, absorbing biographies, and she can spend hours in bookshops, just browsing. Kate loves to hear from her fans. Kate says ""I've watched my books go out into the shops, not just here in the UK where I lives but in so many countries all over the world and I've been thrilled to think that so many readers, of all colours, creeds and races, have bought and enjoyed the stories that I've told, sympathised with my heroines and fallen in love with my heroes. I've been sent copies of my books in so many different styles and different languages and known that they've gone out to places I'll never see, to be read by so many people that, sadly, I'll never meet. But we will always share that special link because of my books.""",10 January 1950,,1950,
OL7666011A,Becca Ritchie,,,,,
OL575932A,Betty Neels,"Betty Neels was born on September 15, 1910 in Devon to a family with firm roots in the civil service. She said she had a blissfully happy childhood and teenage years, which stood her in good stead for the tribulations to come with the Second World War. She was sent away to boarding school, and then went on to train as a nurse, gaining her SRN and SCM, that is, State Registered Nurse and State Certificate of Midwifery.

In 1939 she was called up to the Territorial Army Nursing Service, which later became the Queen Alexandra Reserves, and was sent to France with the Casualty Clearing Station. This comprised eight nursing sisters, including Betty, to 100 men! In other circumstances, she thought that might have been quite thrilling! When France was invaded in 1940, all the nursing sisters managed to escape in the charge of an army major, undertaking a lengthy and terrifying journey to Boulogne in an ambulance. They were incredibly fortunate to be put on the last hospital ship to be leaving the port of Boulogne. But Betty's war didn't end there, for she was posted to Scotland, and then on to Northern Ireland, where she met her Dutch husband. He was a seaman aboard a minesweeper, which was bombed. He survived and was sent to the south of Holland to guard the sluices. However, when they had to abandon their post, they were told to escape if they could, and along with a small number of other men, he marched into Belgium. They stole a ship and managed to get it across the Channel to Dover before being transferred to the Atlantic run on the convoys. Sadly he became ill, and that was when he was transferred to hospital in Northern Ireland, where he met Betty. They eventually married, and were blessed with a daughter. They were posted to London, but were bombed out. As with most of the population, they made the best of things.

When the war finally ended, she and her husband were repatriated to Holland. As his family had believed he had died when his ship went down, this was a very emotional homecoming. The small family lived in Holland for 13 years, and Betty resumed her nursing career there. When they decided to return to England, Betty continued her nursing and when she eventually retired she had reached the position of night superintendent.

Betty Neels began writing almost by accident. She had retired from nursing, but her inquiring mind had no intention of vegetating, and her new career was born when she heard a lady in her local library bemoaning the lack of good romance novels. There was little in Betty's background to suggest that she might eventually become a much-loved novelist.

Her first book, Sister Peters in Amsterdam, was published in 1969, and by dint of often writing four books a year, she eventually completed 134 books. She was always quite firm upon the point that the Dutch doctors who frequently appeared in her stories were *not* based upon her husband, but rather upon an amalgam of several of the doctors she met while nursing in Holland.

To her millions of fans around the world, Betty Neels epitomized romance. She was always amazed and touched that her books were so widely appreciated. She never sought plaudits and remained a very private person, but it made her very happy to know that she brought such pleasure to so many readers, while herself gaining a quiet joy from spinning her stories. It is perhaps a reflection of her upbringing in an earlier time that the men and women who peopled her stories have a kindliness and good manners, coupled to honesty and integrity, that is not always present in our modern world. Her myriad of fans found a warmth and a reassurance of a better world in her stories, along with characters who touched the heart, which is all and more than one could ask of a romance writer. She received a great deal of fan mail, and there was always a comment upon the fascinating places she visited in her stories. Quite often those of her fans fortunate enough to visit Holland did use her information as an itinerary for their travels!

Betty Neels died peacefully in hospital on June 7, 2001, aged 91. Her career with Mills & Boon and Harlequin spanned 30 years, and she continued to write into her 90th year.",15 September 1910,7 June 2001,1910,2001
OL8496158A,Catharina Maura,,,,,
OL3497892A,Anna Cleary,"As a child, Anna Cleary loved reading so much that during the midnight hours she was forced to read with a torch under the bedcovers, to lull the suspicions of her sleep-obsessed parents. From an early age she dreamed of writing her own books. She saw herself in a stone cottage by the sea, wearing a velvet smoking jacket and sipping sherry, like Somerset Maugham. In real life she became a schoolteacher, where her greatest pleasure was teaching children to write beautiful stories.

A little while ago, she and one of her friends made a pact to each write the first chapter of a romance novel in their holidays. From writing her very first line, Anna was hooked, and she gave up teaching to become a full-time writer. She now lives in Queensland, Australia, with a deeply sensitive and intelligent cat. She prefers champagne to sherry and loves music, books, four-legged people, trees, movies and restaurants.",,,,
OL1394359A,Suzanne Collins,"American author of young adult literature, whose works include *The Hunger Games* trilogy and *The Underland Chronicles* series. The daughter of an Air Force officer, she lives in her native home of Connecticut.",1962,,1962,
OL28493A,Kazuo Ishiguro,"Sir Kazuo Ishiguro OBE FRSA FRSL (/kæˈzuːoʊ ˌɪʃɪˈɡʊəroʊ, ˈkæzuoʊ -/ kaz-OO-oh ISH-ig-OOR-oh, KAZ-oo-oh -⁠; born 8 November 1954) is an English novelist, screenwriter, musician, and short-story writer. Ishiguro was born in Nagasaki, Japan, and moved to Britain in 1960 with his parents when he was five.

He is one of the most critically-acclaimed and praised contemporary fiction authors writing in English, being awarded the 2017 Nobel Prize in Literature. In its 2017 citation, the Swedish Academy described Ishiguro as a writer ""who, in novels of great emotional force, has uncovered the abyss beneath our illusory sense of connection with the world"". [source](https://en.wikipedia.org/wiki/Kazuo_Ishiguro)",8 November 1954,,1954,
OL754739A,Emma Lange,,,,,
OL7637797A,Lauren Landish,,,,,
OL419796A,Mary Lyons,"Mary-Jo Wormell, is a thrice-married founder and a former Conservative Party parliamentary candidate, spent 20 years as a Mills & Boon author, writing more than 40 titles under the nom de plume Mary Lyons. Mary-Jo along with two other prolific Mills & Boon authors launched Heartline Publishing on 14th February 2001. The publishing house was meant to fill the gap between Mills & Boon and Mainstream fiction.",1947,,1947,
OL1423269A,Pamela Toth,,,,,
OL1389997A,Caroline Kepnes,,1976,,1976,
OL4778736A,John Crowley,,,,,
OL7910231A,Kandi Steiner,,,,,
OL8504582A,Victoria Simó Perales,,,,,
OL1423305A,Sharon Kendrick,"Sharon Kendrick was born in England, and grew up near Heathrow Airport. She has been writing stories for as long as she can remember and completed her first book at the age of eleven. It featured identical twins fighting evil at their boarding school, but sadly this early manuscript has been lost. 

Sharon wanted to be a journalist and so enrolled on a secretarial course to learn shorthand and typing, but life kind of got in the way and she drifted in and out of a succession of jobs. She has been a waitress, a cook, a dancer and a photographer. She has worked in shops and sung in bars and she qualified as a nurse and drove an ambulance across the Australian desert! 

When she settled down and married her dashing doctor, she decided life was not a rehearsal and that if she wanted to write a book she'd just have to sit down and do it. Not easy with a lively toddler and a six-month-old baby while living in a tiny apartment. But she did it, and so Nurse in the Outback was born, and it was accepted by Mills & Boon without any changes. 

Since then Sharon has gone on to write many books for Mills & Boon and they have been published worldwide. She adores writing romance and considers herself lucky to have the best job in the world! It is a fantastic way to spend a day - inventing gorgeous heroes and complex, interesting women and charting all the ups and downs, the highs and lows of their relationship until they are really ready to let love into their hearts. 

Sharon intends to carry on writing for ever and why not? For what greater pleasure could be gained than when a reader writes to tell you that you moved her to laughter and tears? You can e-mail Sharon at: Sharon7000@hotmail.com",,,,
OL92928A,Jeanne Savery,,,,,
OL1425972A,Jenny Han,"Jenny Han is an American author of young adult fiction and children's fiction. She is best known for writing The Summer I Turned Pretty trilogy and the To All the Boys series, the latter of which was adapted into a film of the same name in 2018 starring Lana Condor and Noah Centineo.

https://en.wikipedia.org/wiki/Jenny_Han",3 September 1980,,1980,
OL7575681A,Patricia Wilson,,,,,
OL236272A,Deborah Harkness,,1965,,1965,
OL889928A,Anne Hampson,"Anne Hampson was born on November 28 in England. At age six she had two ambitions: to teach and to write. Poverty after WWI deprived her of an education and at 14 she was making Marks & Spencer's blouses at one shilling (5p) each.

She retired when she married. Later, when her marriage broke up, she was homeless with £40 in her purse. She went back to the rag trade and lived in a tiny caravan. But she never forgot her two ambitions, and when Manchester University decided to trial older women she applied, and three years later had achieved one ambition, so set her thoughts on number two.

In 1969, her first novel, Eternal Summer, was accepted five days from posting and she soon had a contract for 12 more. From the caravan she went to a small stately home, drove a Mercedes and sailed on the QE2. From the first book, came over 125 more written for Mills & Boon, Harlequin and Silhouette. Alan Boon (the Boon of Mills & Boon) and she came up with the title for 'Harlequin Presents' over lunch at the Ritz. She suggested to Alan that they have a historical series. He told her to write one - it was done in a month, entitled Eleanor and the Marquis under the pseudonym Jane Wilby. She has the distinction of being number one in Harlequin Presents, Masquerade and Silhouette. Many of ""Presents"" have been reprinted many times (some as many as 16) and are now fetching up to $55, being classed as ""rare"" books.

She has had 3 awards, one at the World Trade Centre where she received a standing ovation from her American fans, who had come from many states just to meet her.

She has written her autobiography, entitled Fate Was My Friend.

She is retired, but in 2005 she wrote two romance and crime novels, both of which were published by Severn House.",28 November 1928,25 September 2014,1928,2014
OL1175057A,Margaret Way,"Margaret Way was born and educated in Brisbane, Australia. Before her marriage she was a well-known pianist, teacher, vocal coach and accompanist, but her hectic musical career came to a halt when her son was born and the demands of motherhood dictated a change of pace.

On a fortuitous impulse she decided to try her hand at romance writing and was thrilled when Mills & Boon accepted her first effort, 'Time of the Jacaranda', which they published less than a year later in 1970; a feat that brought tears to her father's eyes. A driving force in all her writing was the promotion of her much loved country, Australia. 

Her interests over her life remained with the arts, including playing the piano seriously, collecting antiques and paintings and browsing through galleries.",07 August 1935,10 August 2022,1935,2022
